,months_as_customer,age,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
679,148,30,100/300,500,1471.24,0,FEMALE,Masters,farming-fishing,own-child,57500,-93600,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,3,NO,2,2,NO,32480,4060,4060,24360,N
680,222,38,100/300,2000,1157.97,0,MALE,MD,machine-op-inspct,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Total Loss,Police,20,1,NO,2,2,YES,60480,6720,6720,47040,N
681,32,38,250/500,2000,566.11,5000000,MALE,Associate,armed-forces,unmarried,0,0,Parked Car,NO Collision,Trivial Damage,Police,22,1,YES,0,0,NO,2640,440,440,1760,N
682,78,27,500/1000,500,1060.88,0,MALE,JD,other-service,other-relative,0,-66500,Parked Car,NO Collision,Trivial Damage,Police,4,1,NO,0,3,NO,6050,550,1100,4400,N
683,238,43,250/500,1000,1524.45,4000000,MALE,High School,handlers-cleaners,wife,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,21,4,NO,0,0,NO,42700,4270,4270,34160,Y
684,313,47,250/500,1000,1556.17,0,MALE,College,prof-specialty,wife,63900,-53300,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,20,1,YES,1,3,NO,40260,3660,7320,29280,Y
685,334,50,500/1000,500,1216.24,0,MALE,Masters,priv-house-serv,wife,26700,-47200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,7,1,NO,2,0,NO,50000,5000,10000,35000,N
686,190,35,250/500,500,1484.72,5000000,FEMALE,High School,tech-support,husband,0,0,Parked Car,NO Collision,Trivial Damage,No Authorities Contacted,4,1,NO,0,1,NO,3840,640,320,2880,N
687,194,41,250/500,500,1203.81,0,MALE,JD,transport-moving,not-in-family,52500,-51300,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,17,3,NO,0,2,NO,95900,13700,20550,61650,N
688,290,47,250/500,1000,1393.34,0,MALE,High School,exec-managerial,other-relative,0,-61400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,YES,1,3,YES,56160,6240,12480,37440,N
689,26,42,100/300,1000,1484.48,0,MALE,PhD,armed-forces,not-in-family,50700,-36300,Single Vehicle Collision,Side Collision,Major Damage,Police,10,1,NO,2,3,NO,63030,5730,11460,45840,N
690,254,41,250/500,500,1581.27,5000000,FEMALE,PhD,handlers-cleaners,own-child,42200,-48000,Single Vehicle Collision,Front Collision,Minor Damage,Police,8,1,YES,2,2,NO,63470,5770,11540,46160,N
691,199,38,250/500,1000,1281.25,0,FEMALE,High School,tech-support,other-relative,0,-53100,Single Vehicle Collision,Front Collision,Major Damage,Police,6,1,NO,0,2,NO,44440,8080,4040,32320,Y
692,137,35,250/500,500,1667.83,0,MALE,JD,prof-specialty,husband,48500,-67400,Parked Car,NO Collision,Minor Damage,Police,4,1,YES,1,1,NO,6600,1200,1200,4200,N
693,134,36,250/500,1000,1497.41,0,MALE,PhD,machine-op-inspct,husband,14100,-44500,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,17,3,NO,2,0,YES,77200,9650,9650,57900,N
694,73,30,100/300,500,803.36,0,FEMALE,High School,protective-serv,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,NO,0,0,YES,57000,0,11400,45600,N
695,289,45,250/500,2000,1221.41,0,FEMALE,Masters,farming-fishing,wife,46700,-72500,Vehicle Theft,NO Collision,Trivial Damage,Police,9,1,NO,2,1,NO,2700,300,300,2100,N
696,176,36,250/500,500,1865.83,5000000,MALE,College,transport-moving,unmarried,32800,-50600,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,NO,2,1,YES,47300,4300,8600,34400,N
697,145,37,250/500,2000,1434.27,0,FEMALE,Associate,tech-support,unmarried,0,-35900,Single Vehicle Collision,Rear Collision,Major Damage,Other,13,1,NO,2,3,NO,55110,5010,10020,40080,N
698,164,31,500/1000,500,1114.68,0,FEMALE,Associate,other-service,husband,44500,-55900,Vehicle Theft,NO Collision,Trivial Damage,Police,5,1,YES,1,0,NO,4320,480,480,3360,N
699,186,38,250/500,2000,1218.56,0,FEMALE,Masters,transport-moving,husband,39300,-60300,Multi-vehicle Collision,Front Collision,Total Loss,Police,23,3,YES,2,2,NO,68760,11460,5730,51570,Y
700,85,31,250/500,2000,1234.69,9000000,FEMALE,MD,tech-support,husband,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,1,2,NO,2,1,NO,74400,14880,7440,52080,Y
701,162,33,250/500,500,964.92,0,FEMALE,Associate,exec-managerial,other-relative,45700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,17,4,NO,2,1,NO,35300,3530,3530,28240,Y
702,396,57,500/1000,500,1351.72,0,MALE,High School,tech-support,wife,0,-49400,Parked Car,NO Collision,Minor Damage,No Authorities Contacted,3,1,YES,1,3,NO,2640,480,480,1680,N
703,270,41,250/500,1000,817.28,0,MALE,High School,sales,unmarried,62200,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,17,3,NO,1,1,NO,60190,4630,9260,46300,Y
704,168,39,500/1000,1000,1389.59,0,FEMALE,Masters,machine-op-inspct,own-child,0,-42600,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,23,3,YES,1,3,NO,41580,3780,7560,30240,Y
705,274,45,250/500,1000,1353.53,0,FEMALE,JD,tech-support,unmarried,54700,-47900,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,YES,0,0,NO,58500,11700,0,46800,Y
706,263,43,500/1000,1000,1294.04,0,FEMALE,Masters,handlers-cleaners,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,17,1,YES,2,3,YES,79320,13220,6610,59490,N
707,152,33,100/300,1000,840.81,0,FEMALE,High School,farming-fishing,husband,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,2,1,YES,0,2,NO,82610,7510,7510,67590,Y
708,46,41,100/300,2000,998.19,0,FEMALE,MD,priv-house-serv,husband,43700,-66300,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,23,3,NO,1,3,NO,78600,13100,19650,45850,Y
709,276,46,100/300,2000,1090.32,0,MALE,College,handlers-cleaners,husband,0,-70400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,17,1,NO,1,2,NO,51390,5710,5710,39970,Y
710,234,44,500/1000,500,1780.67,0,MALE,Associate,other-service,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,3,1,NO,1,0,NO,70200,7020,7020,56160,Y
711,64,30,250/500,2000,1681.01,0,MALE,JD,protective-serv,own-child,0,-51100,Parked Car,NO Collision,Minor Damage,No Authorities Contacted,16,1,NO,2,1,NO,4900,490,1470,2940,N
712,456,62,250/500,1000,1395.77,0,FEMALE,MD,protective-serv,own-child,82600,-49500,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,3,NO,1,3,NO,66480,5540,11080,49860,Y
713,58,23,500/1000,2000,1471.44,5000000,MALE,High School,transport-moving,own-child,57500,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,8,1,NO,2,1,NO,50380,4580,9160,36640,Y
714,475,61,500/1000,500,1265.72,0,FEMALE,Masters,handlers-cleaners,wife,0,-59500,Single Vehicle Collision,Front Collision,Major Damage,Fire,23,1,YES,0,2,NO,64350,9900,9900,44550,N
715,96,29,250/500,1000,1274.7,5000000,MALE,College,prof-specialty,other-relative,47500,-58700,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,15,3,YES,2,3,YES,55400,5540,11080,38780,Y
716,99,28,100/300,500,1330.39,0,MALE,MD,prof-specialty,wife,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,3,1,NO,2,2,YES,49900,4990,9980,34930,N
717,38,28,500/1000,500,1122.95,4000000,MALE,Masters,priv-house-serv,other-relative,78000,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,4,3,NO,0,3,YES,74880,12480,12480,49920,N
718,259,44,250/500,2000,1655.79,0,FEMALE,Masters,exec-managerial,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,8,1,YES,0,0,YES,105820,16280,16280,73260,N
719,241,43,250/500,1000,935.77,0,MALE,Associate,prof-specialty,own-child,0,-36000,Vehicle Theft,NO Collision,Trivial Damage,Police,21,1,NO,1,0,YES,7150,1300,650,5200,N
720,437,58,500/1000,2000,1192.04,0,MALE,Associate,craft-repair,own-child,66100,-31400,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,23,1,YES,0,0,NO,55800,11160,11160,33480,N
721,130,34,100/300,500,990.11,0,MALE,Masters,sales,other-relative,0,-41200,Parked Car,NO Collision,Trivial Damage,No Authorities Contacted,8,1,NO,1,3,YES,5830,1060,1060,3710,N
722,269,41,100/300,2000,1422.21,0,FEMALE,Associate,handlers-cleaners,unmarried,0,-46400,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,21,1,YES,2,1,NO,85900,17180,17180,51540,Y
723,103,29,500/1000,500,914.85,0,MALE,Associate,prof-specialty,other-relative,72100,0,Parked Car,NO Collision,Minor Damage,Police,5,1,NO,2,3,NO,7110,790,1580,4740,N
724,284,43,250/500,500,1123.84,0,MALE,PhD,prof-specialty,other-relative,48200,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,12,3,NO,0,0,YES,36960,6720,3360,26880,N
725,189,39,250/500,2000,838.02,0,FEMALE,College,tech-support,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,7,3,NO,2,0,YES,64400,6440,6440,51520,N
726,267,43,250/500,500,1300.68,0,MALE,PhD,adm-clerical,unmarried,49000,0,Parked Car,NO Collision,Minor Damage,No Authorities Contacted,0,1,NO,1,3,YES,1920,480,0,1440,N
727,39,22,500/1000,500,1173.21,0,MALE,JD,farming-fishing,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,14,1,YES,0,1,YES,86130,15660,7830,62640,Y
728,140,32,250/500,1000,985.97,5000000,FEMALE,College,protective-serv,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,13,1,NO,2,3,NO,82170,14940,7470,59760,Y
729,243,41,100/300,1000,1129.23,0,FEMALE,College,farming-fishing,own-child,17300,-60400,Single Vehicle Collision,Front Collision,Major Damage,Fire,1,1,NO,1,0,YES,50300,10060,5030,35210,Y
730,116,31,250/500,500,1194.83,0,FEMALE,MD,prof-specialty,husband,28600,0,Single Vehicle Collision,Side Collision,Major Damage,Police,23,1,NO,0,0,NO,44200,4420,8840,30940,N
731,219,43,100/300,1000,1114.29,0,FEMALE,High School,transport-moving,other-relative,51300,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,1,1,NO,2,2,YES,66660,6060,6060,54540,N
732,96,26,250/500,2000,1509.04,0,FEMALE,Associate,prof-specialty,husband,10000,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,9,1,YES,2,3,NO,78320,7120,14240,56960,N
733,149,34,250/500,500,664.86,0,FEMALE,PhD,craft-repair,wife,0,-60000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,3,1,NO,0,1,NO,105040,16160,16160,72720,N
734,246,43,250/500,1000,1267.4,6000000,MALE,JD,adm-clerical,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,0,1,NO,2,1,NO,50700,5070,5070,40560,N
735,293,45,100/300,1000,1119.23,0,FEMALE,MD,exec-managerial,unmarried,51500,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,13,3,NO,1,1,NO,51210,11380,5690,34140,N
736,339,48,100/300,500,1698.51,0,MALE,JD,other-service,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,18,3,NO,2,1,NO,51840,8640,8640,34560,N
737,160,33,500/1000,1000,1422.78,0,FEMALE,High School,exec-managerial,husband,61600,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,17,3,NO,2,3,YES,52800,5280,5280,42240,N
738,224,42,500/1000,500,1212.75,0,FEMALE,College,prof-specialty,own-child,0,-51400,Single Vehicle Collision,Front Collision,Minor Damage,Fire,11,1,NO,0,0,YES,55200,9200,13800,32200,N
739,194,34,100/300,1000,1423.34,0,MALE,Associate,sales,not-in-family,55300,-37900,Vehicle Theft,NO Collision,Minor Damage,No Authorities Contacted,0,1,YES,0,3,NO,9100,1400,1400,6300,N
740,385,51,250/500,1000,976.37,0,FEMALE,MD,craft-repair,husband,0,-61000,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,14,3,NO,1,3,NO,67600,13520,6760,47320,N
741,100,33,250/500,500,1124.59,6000000,MALE,College,adm-clerical,not-in-family,67300,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,4,1,NO,1,2,NO,40800,6800,6800,27200,N
742,371,50,250/500,1000,1569.33,0,MALE,PhD,machine-op-inspct,not-in-family,79600,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,2,3,NO,2,1,YES,84500,13000,13000,58500,Y
743,175,39,500/1000,500,1359.36,5000000,MALE,PhD,exec-managerial,husband,0,-43600,Multi-vehicle Collision,Front Collision,Major Damage,Other,9,3,YES,2,2,YES,71610,13020,6510,52080,Y
744,373,55,250/500,500,1607.36,0,MALE,MD,sales,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,21,4,NO,0,2,NO,60600,6060,12120,42420,Y
745,258,41,100/300,500,1042.25,0,MALE,Masters,exec-managerial,unmarried,0,-44400,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,0,3,NO,2,3,NO,81240,6770,20310,54160,Y
746,255,39,250/500,500,1453.95,0,FEMALE,PhD,armed-forces,not-in-family,38200,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,YES,0,3,NO,29300,2930,5860,20510,N
747,37,31,500/1000,500,1969.63,0,FEMALE,MD,sales,own-child,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,21,3,NO,1,1,YES,76450,6950,13900,55600,N
748,322,44,100/300,1000,1156.19,0,FEMALE,College,machine-op-inspct,husband,49900,-62700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,20,3,YES,0,3,NO,49400,9880,4940,34580,N
749,204,38,100/300,2000,1124.47,0,FEMALE,MD,tech-support,wife,0,-45100,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,5,1,NO,0,1,NO,90530,16460,16460,57610,N
750,76,31,500/1000,500,1493.5,5000000,FEMALE,Associate,priv-house-serv,not-in-family,39900,-44000,Vehicle Theft,NO Collision,Minor Damage,Police,7,1,NO,2,1,NO,8030,1460,730,5840,N
751,193,40,100/300,500,1155.38,0,FEMALE,PhD,handlers-cleaners,not-in-family,34200,-32300,Single Vehicle Collision,Side Collision,Minor Damage,Fire,6,1,NO,0,0,YES,63900,6390,6390,51120,N
752,405,55,250/500,500,878.19,0,MALE,PhD,machine-op-inspct,unmarried,57100,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,2,4,YES,0,2,NO,38640,4830,4830,28980,N
753,435,58,100/300,2000,1145.85,0,MALE,JD,sales,not-in-family,0,-40000,Multi-vehicle Collision,Rear Collision,Total Loss,Other,19,3,NO,1,1,YES,41490,9220,4610,27660,N
754,54,35,100/300,500,1261.28,0,FEMALE,MD,protective-serv,unmarried,68500,-42100,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,21,3,YES,2,0,NO,79090,14380,7190,57520,N
755,144,35,100/300,500,1427.46,0,MALE,High School,machine-op-inspct,wife,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,3,3,NO,0,0,NO,87900,17580,8790,61530,N
756,92,32,500/1000,500,1592.41,0,MALE,Masters,prof-specialty,husband,58900,-29100,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,NO,2,3,YES,53400,5340,5340,42720,N
757,173,36,250/500,1000,1274.63,0,MALE,College,machine-op-inspct,unmarried,51000,0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,22,1,YES,2,3,NO,52030,9460,9460,33110,N
758,436,60,250/500,500,1362.31,0,MALE,High School,prof-specialty,wife,67600,-65300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,16,1,NO,0,2,NO,82060,14920,7460,59680,N
759,155,35,250/500,1000,919.37,0,FEMALE,Associate,protective-serv,not-in-family,83600,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,0,1,NO,0,3,NO,48360,8060,8060,32240,N
760,78,31,250/500,1000,1377.23,0,FEMALE,Masters,armed-forces,unmarried,72600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,1,3,NO,2,1,NO,52290,5810,11620,34860,N
761,440,57,100/300,1000,995.55,5000000,MALE,College,protective-serv,wife,51500,-52100,Multi-vehicle Collision,Rear Collision,Major Damage,Police,19,3,YES,0,3,NO,68200,12400,12400,43400,Y
762,264,43,100/300,500,1508.12,6000000,MALE,PhD,craft-repair,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,0,3,NO,2,1,NO,60750,13500,6750,40500,Y
763,66,30,500/1000,500,484.67,0,FEMALE,College,adm-clerical,wife,21100,-60800,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,3,NO,0,2,YES,65560,11920,11920,41720,Y
764,366,50,500/1000,1000,1561.41,0,FEMALE,High School,handlers-cleaners,husband,21200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,5,3,YES,1,3,NO,70290,12780,12780,44730,N
765,188,37,100/300,500,1457.21,0,FEMALE,JD,adm-clerical,own-child,46300,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,6,1,NO,2,0,YES,45000,5000,5000,35000,N
766,224,39,500/1000,1000,1128.71,0,FEMALE,JD,prof-specialty,other-relative,0,-47100,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,21,3,YES,2,1,NO,61800,12360,6180,43260,N
767,253,46,100/300,500,1358.2,0,FEMALE,MD,transport-moving,husband,52900,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,11,3,YES,0,0,NO,64570,5870,11740,46960,N
768,446,61,100/300,1000,1232.79,0,FEMALE,High School,adm-clerical,unmarried,49900,-62100,Single Vehicle Collision,Rear Collision,Minor Damage,Other,3,1,YES,2,0,YES,70500,7050,14100,49350,N
769,169,37,100/300,1000,936.19,0,MALE,JD,armed-forces,other-relative,70600,-48500,Multi-vehicle Collision,Side Collision,Total Loss,Police,4,3,NO,2,1,YES,57900,17370,5790,34740,N
770,255,46,250/500,500,1302.34,0,FEMALE,JD,prof-specialty,own-child,0,-52600,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,2,3,NO,1,0,NO,57860,5260,10520,42080,N
771,209,39,100/300,500,1264.99,0,MALE,PhD,transport-moving,husband,67800,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,22,1,NO,1,1,NO,37800,8400,4200,25200,N
772,210,37,500/1000,500,1467.76,0,FEMALE,MD,tech-support,own-child,38700,-33100,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,8,1,NO,1,3,YES,63300,6330,6330,50640,N
773,174,33,250/500,2000,1124.43,0,FEMALE,College,farming-fishing,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,14,3,YES,0,1,YES,44200,8840,4420,30940,N
774,70,28,250/500,1000,1319.81,0,MALE,High School,machine-op-inspct,husband,67200,-59400,Multi-vehicle Collision,Side Collision,Minor Damage,Police,14,4,NO,1,0,YES,31680,3520,3520,24640,N
775,89,32,100/300,2000,1482.53,0,FEMALE,MD,tech-support,not-in-family,49100,-45100,Parked Car,NO Collision,Trivial Damage,Police,5,1,YES,1,2,NO,100,10,20,70,N
776,458,61,100/300,1000,1328.18,0,FEMALE,High School,protective-serv,other-relative,53000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,2,1,NO,56340,6260,6260,43820,N
777,239,40,100/300,500,1463.95,0,FEMALE,JD,sales,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,20,3,NO,0,0,YES,69740,6340,6340,57060,N
778,161,38,100/300,2000,1133.85,0,MALE,PhD,priv-house-serv,not-in-family,60200,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,0,3,YES,2,2,YES,60480,5040,15120,40320,N
779,446,61,500/1000,1000,1037.32,0,FEMALE,High School,tech-support,wife,0,-15700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,NO,2,1,NO,80880,6740,13480,60660,N
780,476,61,250/500,1000,1562.8,0,FEMALE,Masters,handlers-cleaners,not-in-family,42800,-68200,Single Vehicle Collision,Front Collision,Total Loss,Fire,10,1,NO,1,2,YES,49390,8980,4490,35920,N
781,70,29,100/300,1000,1425.79,0,FEMALE,MD,armed-forces,other-relative,62400,-52300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,12,1,NO,0,3,NO,69360,11560,11560,46240,N
782,233,41,500/1000,2000,1615.14,0,FEMALE,Associate,tech-support,other-relative,67100,0,Vehicle Theft,NO Collision,Minor Damage,No Authorities Contacted,6,1,NO,0,1,NO,3740,680,680,2380,N
783,122,33,250/500,500,1236.5,0,MALE,PhD,other-service,husband,0,-48700,Parked Car,NO Collision,Trivial Damage,No Authorities Contacted,1,1,NO,0,1,NO,5060,460,920,3680,N
784,335,48,500/1000,2000,1017.97,0,FEMALE,MD,machine-op-inspct,wife,59900,-34800,Multi-vehicle Collision,Front Collision,Total Loss,Police,21,3,NO,0,0,YES,35860,3260,6520,26080,Y
785,257,40,100/300,2000,1306.0,0,MALE,Associate,machine-op-inspct,husband,46100,-46900,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,YES,2,1,NO,50050,7700,3850,38500,Y
786,85,27,500/1000,2000,1174.14,0,MALE,College,priv-house-serv,unmarried,50400,-61500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,14,4,YES,0,0,NO,59070,10740,5370,42960,N
787,133,30,500/1000,1000,1231.01,0,MALE,College,adm-clerical,husband,0,-31700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,19,3,NO,1,2,NO,28440,3160,3160,22120,N
788,119,34,250/500,500,1299.18,0,FEMALE,College,tech-support,wife,57100,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,7,1,YES,2,1,YES,45540,8280,8280,28980,Y
789,169,34,100/300,500,1469.75,0,FEMALE,JD,sales,not-in-family,0,-57600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,0,1,NO,0,0,YES,38700,7740,3870,27090,N
790,225,39,250/500,500,1390.72,0,MALE,Masters,tech-support,other-relative,83900,-52100,Parked Car,NO Collision,Trivial Damage,No Authorities Contacted,6,1,YES,2,1,YES,5830,1060,530,4240,N
791,84,32,500/1000,500,1694.09,7000000,FEMALE,Associate,prof-specialty,husband,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,0,1,YES,0,2,NO,57240,4770,9540,42930,Y
792,169,39,100/300,2000,1140.15,0,MALE,High School,armed-forces,husband,0,-36800,Multi-vehicle Collision,Rear Collision,Total Loss,Police,9,3,YES,0,3,NO,46200,4200,8400,33600,N
793,124,32,100/300,1000,1310.71,0,FEMALE,Masters,farming-fishing,wife,29300,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,23,1,YES,0,1,NO,57700,5770,5770,46160,N
794,320,48,250/500,2000,1730.49,7000000,MALE,College,transport-moving,not-in-family,46300,-41700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,13,3,NO,2,0,NO,56160,4680,9360,42120,N
795,297,47,250/500,500,1616.65,7000000,MALE,MD,adm-clerical,unmarried,0,-59500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,0,3,NO,0,3,YES,44400,5550,5550,33300,N
796,421,56,100/300,500,1935.85,4000000,MALE,Masters,machine-op-inspct,own-child,49500,-81100,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,7,1,NO,2,3,NO,92730,16860,8430,67440,Y
797,136,33,250/500,1000,855.14,0,FEMALE,PhD,craft-repair,not-in-family,37900,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,23,1,YES,0,1,YES,30700,3070,6140,21490,N
798,46,24,250/500,2000,1568.47,4000000,FEMALE,High School,armed-forces,unmarried,46800,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,7,1,NO,2,0,NO,56600,11320,5660,39620,N
799,34,24,500/1000,2000,1550.53,0,FEMALE,MD,armed-forces,own-child,0,-27700,Parked Car,NO Collision,Trivial Damage,No Authorities Contacted,20,1,YES,0,1,NO,3960,660,660,2640,N
800,95,30,250/500,2000,1370.92,0,MALE,College,transport-moving,unmarried,48900,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,22,1,YES,0,3,NO,34800,3480,6960,24360,N
801,140,36,250/500,500,1363.59,0,FEMALE,JD,armed-forces,not-in-family,43200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,3,NO,2,0,YES,79500,7950,7950,63600,N
802,200,34,250/500,1000,828.42,3000000,FEMALE,College,prof-specialty,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,10,1,NO,2,2,NO,56000,5600,5600,44800,N
803,123,29,250/500,500,1209.63,0,FEMALE,Masters,machine-op-inspct,not-in-family,64800,-44200,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,17,1,YES,1,0,YES,73260,16280,0,56980,Y
804,267,46,250/500,2000,1111.17,0,MALE,MD,craft-repair,unmarried,35000,0,Parked Car,NO Collision,Trivial Damage,No Authorities Contacted,3,1,YES,2,3,YES,4950,900,450,3600,N
805,290,42,500/1000,500,989.97,0,MALE,Masters,machine-op-inspct,own-child,32500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,10,1,NO,0,1,NO,48000,4800,9600,33600,N
806,45,37,250/500,1000,1114.23,0,MALE,College,prof-specialty,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,1,1,YES,0,1,YES,52200,10440,5220,36540,N
807,186,38,250/500,2000,1347.31,0,FEMALE,JD,protective-serv,unmarried,80900,-111100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,NO,2,3,NO,73800,12300,12300,49200,N
808,135,34,250/500,2000,1687.53,0,FEMALE,JD,protective-serv,other-relative,0,-69600,Single Vehicle Collision,Side Collision,Total Loss,Fire,7,1,NO,1,2,NO,78200,15640,7820,54740,N
809,110,33,250/500,1000,1183.48,0,MALE,Associate,other-service,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,19,1,NO,2,3,NO,55200,13800,9200,32200,Y
810,259,43,500/1000,2000,1537.13,0,FEMALE,PhD,handlers-cleaners,own-child,0,-58300,Multi-vehicle Collision,Side Collision,Total Loss,Other,3,3,NO,0,2,YES,57060,6340,6340,44380,N
811,114,30,250/500,1000,1173.25,0,FEMALE,Masters,protective-serv,husband,0,-34700,Vehicle Theft,NO Collision,Minor Damage,No Authorities Contacted,3,1,NO,0,3,YES,4680,520,520,3640,N
812,404,56,250/500,1000,1361.16,4000000,FEMALE,Masters,transport-moving,not-in-family,0,-63700,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,23,1,NO,2,0,YES,53100,5310,5310,42480,Y
813,282,48,500/1000,2000,1422.56,7000000,FEMALE,MD,prof-specialty,husband,26900,-55300,Vehicle Theft,NO Collision,Minor Damage,No Authorities Contacted,7,1,NO,1,2,NO,3520,640,320,2560,N
814,57,25,500/1000,2000,1143.06,0,FEMALE,Masters,tech-support,own-child,63100,-54100,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,NO,0,1,YES,72900,14580,14580,43740,N
