,months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,policy_csl,insured_sex,insured_education_level,incident_severity,property_damage,police_report_available,fraud_reported,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_NO Collision,collision_type_Rear Collision,collision_type_Side Collision,authorities_contacted_Fire,authorities_contacted_No Authorities Contacted,authorities_contacted_Other,authorities_contacted_Police
600,64,29,2000,1202.28,0,0,-61400,4,1,1,2,43700,4370,4370,34960,2,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
601,98,31,500,671.92,0,0,-26400,3,1,2,0,64080,7120,7120,49840,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
602,16,35,1000,1358.03,0,59300,-31400,0,1,2,1,55000,10000,10000,35000,2,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
603,70,27,1000,1008.79,4000000,46000,0,19,1,2,3,4400,0,550,3850,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
604,75,27,1000,1141.1,0,0,0,15,2,0,1,71640,5970,11940,53730,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
605,246,44,1000,1397.0,0,0,0,6,1,1,0,61740,6860,6860,48020,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
606,110,27,1000,1664.66,0,0,-66200,3,1,0,3,57500,5750,5750,46000,5,0,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
607,236,39,1000,1151.39,4000000,0,-63900,17,1,0,0,8700,870,1740,6090,2,0,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
608,267,46,2000,1546.01,0,0,0,4,4,2,1,77100,15420,7710,53970,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
609,463,57,500,1063.67,0,0,0,14,1,2,0,59400,6600,6600,46200,2,1,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
610,303,46,1000,709.14,0,0,0,3,3,1,0,54890,9980,4990,39920,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
611,137,30,500,1039.55,0,55600,-59700,4,3,2,1,74030,6730,13460,53840,2,1,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
612,56,42,500,1339.39,0,0,0,13,1,1,2,61490,11180,11180,39130,2,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
613,75,27,1000,1202.75,0,57900,-90100,23,3,0,2,79560,6630,13260,59670,2,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
614,131,33,2000,1081.17,0,0,-65200,3,1,0,1,4900,490,490,3920,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
615,153,34,500,991.39,0,45600,-61400,0,3,1,0,77770,14140,14140,49490,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
616,255,43,500,984.02,0,75800,0,14,2,2,2,74700,7470,14940,52290,5,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
617,103,26,500,1354.83,0,66300,0,14,2,2,2,40600,4060,4060,32480,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
618,97,28,1000,830.31,0,0,-32600,22,1,1,0,45270,10060,10060,25150,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
619,214,36,2000,987.42,7000000,0,0,17,3,0,3,47080,4280,8560,34240,1,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
620,438,57,500,1119.29,0,0,0,14,1,0,0,40700,4070,4070,32560,5,0,6,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
621,87,27,500,1048.39,0,0,0,2,1,2,1,34650,6300,3150,25200,1,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
622,27,28,1000,1074.47,0,0,0,4,1,2,0,3200,400,400,2400,5,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
623,206,42,1000,1230.76,0,0,-74200,2,1,1,1,78980,7180,14360,57440,5,1,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
624,127,31,500,1255.02,0,58200,0,10,1,1,0,6160,560,1120,4480,5,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
625,422,60,1000,1555.52,0,43600,-67800,11,1,1,1,85250,15500,7750,62000,1,0,6,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
626,303,50,2000,836.11,5000000,0,0,1,4,1,2,72840,12140,6070,54630,1,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
627,228,40,500,1450.98,0,43700,0,20,1,0,2,6050,1100,1100,3850,1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
628,239,39,2000,625.08,0,44200,-37000,10,1,2,3,87890,15980,7990,63920,2,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
629,330,47,2000,1133.27,0,0,-56400,20,2,0,2,60500,11000,5500,44000,1,0,2,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
630,128,35,500,1366.6,0,0,0,10,3,2,1,88220,16040,16040,56140,5,0,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
631,147,37,1000,1439.9,6000000,0,-48400,2,2,1,2,53680,9760,4880,39040,5,0,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
632,287,45,1000,1230.69,0,0,-54600,19,1,0,2,53800,5380,5380,43040,5,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
633,142,29,2000,1307.68,0,0,-48500,10,1,1,2,54360,4530,9060,40770,1,0,6,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
634,162,35,2000,1124.69,0,0,0,14,1,0,3,54340,9880,4940,39520,5,0,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
635,140,35,1000,1520.78,0,0,-42900,5,1,0,2,2860,520,260,2080,1,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
636,106,28,2000,1609.11,0,0,0,8,1,2,1,5490,0,1220,4270,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
637,292,45,1000,1358.91,0,0,0,4,1,0,2,7370,670,1340,5360,5,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
638,34,34,500,1295.87,0,0,0,4,3,1,0,50800,5080,5080,40640,5,0,7,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
639,290,48,500,1161.03,5000000,45300,0,20,2,1,1,41520,5190,5190,31140,2,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
640,182,38,2000,1441.06,0,53800,-78300,18,1,2,3,89650,8150,16300,65200,5,0,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
641,362,55,1000,1097.99,0,44400,-71500,0,3,0,3,39690,0,0,39690,1,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
642,143,32,1000,1464.42,0,79900,0,1,1,2,0,62260,5660,5660,50940,5,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
643,183,38,500,1543.68,0,20200,0,17,1,0,1,51920,9440,4720,37760,2,0,4,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
644,254,40,500,1390.89,5000000,0,-74400,23,1,2,2,53460,9720,4860,38880,2,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
645,249,43,2000,1148.58,0,0,-71200,4,3,2,1,57100,5710,5710,45680,1,0,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
646,169,36,500,1616.26,0,50700,-57600,0,3,2,3,77440,14080,7040,56320,2,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
647,235,40,500,1398.94,0,0,0,11,1,1,2,68300,6830,13660,47810,5,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
648,112,32,1000,1238.92,0,57800,-53700,4,1,0,2,5060,460,920,3680,5,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
649,16,32,1000,968.46,0,50800,-66200,0,3,0,2,59400,6600,13200,39600,1,1,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
650,128,31,500,1045.12,0,0,-28300,2,3,0,2,69930,0,15540,54390,1,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
651,103,27,1000,1537.33,0,0,-74800,11,3,1,1,77700,7770,15540,54390,1,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
652,356,54,500,912.3,0,58500,-44000,23,3,2,1,68750,12500,12500,43750,5,1,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
653,109,29,2000,1007.28,6000000,0,0,17,3,1,3,91080,16560,16560,57960,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
654,2,20,1000,1189.98,4000000,0,-54700,22,1,1,3,48360,4030,8060,36270,5,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
655,198,34,1000,1576.41,0,0,-55100,18,1,1,1,95000,9500,9500,76000,2,1,5,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
656,107,32,500,1172.82,4000000,82100,0,8,1,1,3,3900,780,390,2730,1,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
657,252,39,500,1312.22,9000000,0,-33300,15,3,0,3,59400,11880,5940,41580,5,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
658,303,43,1000,671.01,7000000,42900,-61500,20,1,2,0,60210,6690,6690,46830,5,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
659,101,32,500,895.14,0,52600,-30400,4,1,0,3,43600,8720,4360,30520,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
660,446,57,2000,1373.21,0,42700,-64900,10,3,0,0,62800,6280,12560,43960,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
661,330,48,1000,1625.65,0,0,0,10,1,1,3,59500,11900,5950,41650,2,1,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
662,211,37,2000,1295.63,4000000,42200,-33800,22,3,1,0,53460,5940,5940,41580,2,0,7,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
663,172,33,1000,1459.96,6000000,41300,-42000,15,3,0,1,41690,7580,7580,26530,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
664,316,46,500,1219.94,7000000,0,-51000,13,1,0,1,63100,6310,12620,44170,1,0,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
665,435,60,500,1064.49,5000000,73500,-43300,23,1,2,1,62880,5240,10480,47160,5,1,5,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
666,344,51,1000,959.83,0,0,-38700,18,3,2,2,75400,17400,11600,46400,1,0,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
667,204,40,2000,1767.02,0,0,-49300,7,1,1,1,46200,4200,8400,33600,2,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
668,278,47,500,1285.01,0,0,-39800,21,1,2,2,58500,5850,5850,46800,5,1,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
669,434,57,2000,1422.95,0,0,0,15,3,1,3,66240,11040,11040,44160,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
670,209,36,2000,1223.39,0,0,0,17,3,1,3,65440,8180,8180,49080,1,0,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
671,250,43,2000,1539.06,0,37800,0,2,1,0,3,64200,10700,10700,42800,5,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
672,61,25,2000,988.06,0,0,0,1,3,1,0,32320,4040,4040,24240,1,0,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
673,80,28,1000,1740.57,0,0,-18600,3,1,0,1,33480,3720,3720,26040,5,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
674,25,38,1000,1540.91,7000000,40900,0,0,1,1,1,4320,480,960,2880,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
675,4,29,500,1381.88,5000000,0,-77800,4,1,0,2,4200,840,420,2940,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
676,32,29,500,1446.98,0,0,-45700,11,3,2,0,57970,10540,5270,42160,1,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
677,125,31,500,1220.86,0,55400,-40400,4,1,1,2,4320,0,960,3360,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
678,276,45,500,948.1,0,44500,-61400,11,3,0,2,69300,13860,6930,48510,5,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
679,148,30,500,1471.24,0,57500,-93600,4,3,2,2,32480,4060,4060,24360,1,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
680,222,38,2000,1157.97,0,0,-64500,20,1,2,2,60480,6720,6720,47040,1,1,6,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
681,32,38,2000,566.11,5000000,0,0,22,1,0,0,2640,440,440,1760,2,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
682,78,27,500,1060.88,0,0,-66500,4,1,0,3,6050,550,1100,4400,5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
683,238,43,1000,1524.45,4000000,0,-44800,21,4,0,0,42700,4270,4270,34160,2,1,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
684,313,47,1000,1556.17,0,63900,-53300,20,1,1,3,40260,3660,7320,29280,2,1,3,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
685,334,50,500,1216.24,0,26700,-47200,7,1,2,0,50000,5000,10000,35000,5,1,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
686,190,35,500,1484.72,5000000,0,0,4,1,0,1,3840,640,320,2880,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
687,194,41,500,1203.81,0,52500,-51300,17,3,0,2,95900,13700,20550,61650,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
688,290,47,1000,1393.34,0,0,-61400,20,3,1,3,56160,6240,12480,37440,2,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
689,26,42,1000,1484.48,0,50700,-36300,10,1,2,3,63030,5730,11460,45840,1,1,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
690,254,41,500,1581.27,5000000,42200,-48000,8,1,2,2,63470,5770,11540,46160,2,0,7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
691,199,38,1000,1281.25,0,0,-53100,6,1,0,2,44440,8080,4040,32320,2,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
692,137,35,500,1667.83,0,48500,-67400,4,1,1,1,6600,1200,1200,4200,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
693,134,36,1000,1497.41,0,14100,-44500,17,3,2,0,77200,9650,9650,57900,2,1,7,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
694,73,30,500,803.36,0,0,0,15,3,0,0,57000,0,11400,45600,1,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
695,289,45,2000,1221.41,0,46700,-72500,9,1,2,1,2700,300,300,2100,2,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
696,176,36,500,1865.83,5000000,32800,-50600,17,1,2,1,47300,4300,8600,34400,2,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
697,145,37,2000,1434.27,0,0,-35900,13,1,2,3,55110,5010,10020,40080,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
698,164,31,500,1114.68,0,44500,-55900,5,1,1,0,4320,480,480,3360,5,0,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
699,186,38,2000,1218.56,0,39300,-60300,23,3,2,2,68760,11460,5730,51570,2,0,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
700,85,31,2000,1234.69,9000000,0,0,1,2,2,1,74400,14880,7440,52080,2,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
701,162,33,500,964.92,0,45700,0,17,4,2,1,35300,3530,3530,28240,2,0,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
702,396,57,500,1351.72,0,0,-49400,3,1,1,3,2640,480,480,1680,5,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
703,270,41,1000,817.28,0,62200,0,17,3,1,1,60190,4630,9260,46300,2,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
704,168,39,1000,1389.59,0,0,-42600,23,3,1,3,41580,3780,7560,30240,5,0,4,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
705,274,45,1000,1353.53,0,54700,-47900,13,1,0,0,58500,11700,0,46800,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
706,263,43,1000,1294.04,0,0,0,17,1,2,3,79320,13220,6610,59490,5,0,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
707,152,33,1000,840.81,0,0,0,2,1,0,2,82610,7510,7510,67590,1,0,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
708,46,41,2000,998.19,0,43700,-66300,23,3,1,3,78600,13100,19650,45850,1,0,6,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
709,276,46,2000,1090.32,0,0,-70400,17,1,1,2,51390,5710,5710,39970,1,1,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
710,234,44,500,1780.67,0,0,0,3,1,1,0,70200,7020,7020,56160,5,1,5,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
711,64,30,2000,1681.01,0,0,-51100,16,1,2,1,4900,490,1470,2940,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
712,456,62,1000,1395.77,0,82600,-49500,13,3,1,3,66480,5540,11080,49860,2,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
713,58,23,2000,1471.44,5000000,57500,0,8,1,2,1,50380,4580,9160,36640,5,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
714,475,61,500,1265.72,0,0,-59500,23,1,0,2,64350,9900,9900,44550,5,0,4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
715,96,29,1000,1274.7,5000000,47500,-58700,15,3,2,3,55400,5540,11080,38780,2,1,3,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
716,99,28,500,1330.39,0,0,0,3,1,2,2,49900,4990,9980,34930,1,1,6,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
717,38,28,500,1122.95,4000000,78000,0,4,3,0,3,74880,12480,12480,49920,5,1,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
718,259,44,2000,1655.79,0,0,0,8,1,0,0,105820,16280,16280,73260,2,0,4,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
719,241,43,1000,935.77,0,0,-36000,21,1,1,0,7150,1300,650,5200,2,1,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
720,437,58,2000,1192.04,0,66100,-31400,23,1,0,0,55800,11160,11160,33480,5,1,5,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
